VIS06_Reflectance,VIS08_Reflectance,HRV_Reflectance,IR016_Reflectance,Solar_Zenith_Angle_deg,Temperature_C,Humidity_%,Wind_Speed_m/s,Global_Solar_Radiation_Wh/m²
0.3745401188473625,0.3736408184666985,0.7299983109899704,0.6381445683721739,26.902083708397484,32.36182888482099,74.15552031175953,0.8532220467113372,963.6287559264592
0.9507143064099162,0.3329120962314033,0.18451199559871156,0.4592924535341931,8.533599764585222,14.72585218596852,88.11018750963169,16.570092393531745,1084.117734872779
0.7319939418114051,0.17615391250286005,0.3466396943698862,0.9644985248639408,11.372330247499438,-0.22671946839070856,46.317987537900095,4.986151645188153,834.439209287083
0.5986584841970366,0.6072666701014879,0.6632806368578182,0.21897845098423818,16.260401536282963,26.83208933050463,28.91787316734076,5.678747287117378,1067.789977493871
0.15601864044243652,0.4766241605086289,0.48208934452447993,0.5878564159989407,18.328800092845352,10.933906784164787,31.88465743554615,4.524905566977311,848.9238525247547
0.15599452033620265,0.8657009923240037,0.7385710386348938,0.7002100149902226,21.803562828948966,19.731374172624857,69.69482583643939,16.80167910443924,1169.4876520377722
0.05808361216819946,0.03210958048205825,0.9612079012228597,0.8255644893453816,22.991402606714495,-4.6367354913030585,56.75580339914962,19.578039908126044,831.1007921690302
0.8661761457749352,0.6438679275551263,0.1165466877151975,0.4069710304280071,41.014471093878235,21.579199475799612,48.64941309772571,15.103733018600707,1146.5548023520562
0.6011150117432088,0.7629488785115611,0.7095677163980609,0.6869219076574815,45.86158717434371,8.677524447256218,20.277407877617403,16.471557209383803,1143.638415243261
0.7080725777960455,0.759486569188307,0.23034415563211452,0.3032014713842828,27.799128731372036,6.709487485924722,87.54556874989034,12.410009210386754,1068.91205436591
0.020584494295802447,0.8860739670955251,0.41447672740756925,0.4354760923618203,81.65667779286554,38.99577893889006,78.1020447507406,10.575498167929574,1108.6865127741273
0.9699098521619943,0.7290337428294941,0.032862725795139824,0.8956271312033992,49.78257510050591,11.621532138012363,14.06386017392296,14.431560095810301,1141.1044685536276
0.8324426408004217,0.9278100616476963,0.13590738229269894,0.9499076093309543,70.8729235230066,23.901918905786708,36.73884546021367,0.7152575761244062,1104.4911429709277
0.21233911067827616,0.33265659982089146,0.3197772890488997,0.7188173469272647,83.1814049178759,21.386376778692053,54.213209363889135,1.228010512067934,798.6473267611553
0.18182496720710062,0.5032094167515431,0.34198580528798495,0.374351890776185,14.682160311822468,-4.784822455742118,45.4338622771532,13.745469771523673,855.5202712705363
0.18340450985343382,0.014079663282890675,0.8995852164620958,0.820057789974664,38.508703534407104,27.396376853215806,39.77958387377384,6.701399291741161,864.5636542915387
0.3042422429595377,0.006957587303291213,0.7418129092665151,0.025867081725420182,38.98893615431479,6.157960171678827,71.88318975605293,9.776687128965493,761.8492118179197
0.5247564316322378,0.2401266204515199,0.9721829681870411,0.10274591053942106,31.902502539451877,29.946977459836752,5.450350423783745,15.639851273198202,1070.6170836537754
0.43194501864211576,0.10080719713908526,0.5990715103352405,0.6613737363753611,0.8015279896475946,20.382039130769122,47.14103391259419,11.543158168138678,935.9762208453682
0.2912291401980419,0.2602113679357536,0.24171373209131797,0.29124857527005743,73.43748970002855,5.854574497674479,26.218169038960138,16.105237493261157,833.8931767717307
0.6118528947223795,0.1770432945283974,0.32765502992164286,0.9513862184004778,10.040338939851253,7.814648016553548,8.461838523475896,8.38310484341287,875.3948679668492
0.13949386065204183,0.02852002483864824,0.3198359232919671,0.43606061209230473,89.5932538129583,26.57536848331803,46.48871580029655,5.7484670594308955,745.104031780294
0.29214464853521815,0.9093041464060494,0.3264943276632516,0.429364820389177,69.56626427200635,17.502965756144093,17.136869107056874,4.696738177677375,988.4642996575449
